Id,Address_Country,OrderDate,Description
12066,,2015-09-28T00:00:00,24
12067,Spain,2015-09-28T00:00:00,25
12068,Italy,2015-09-28T00:00:00,26
12069,,2015-09-28T00:00:00,27
12070,,2015-09-28T00:00:00,28
12071,Finland,2015-09-28T00:00:00,29
12072,France,2015-09-28T00:00:00,30
12073,Switzerland,2015-09-28T00:00:00,31
12074,,2015-09-28T00:00:00,32
12075,United States,2015-09-28T00:00:00,33
12076,Germany,2015-09-28T00:00:00,34
12077,,2015-09-28T00:00:00,35
12078,Sweden,2015-09-28T00:00:00,36
12079,Norway,2015-09-28T00:00:00,37
12080,United Kingdom,2015-09-28T00:00:00,38
12081,,2015-09-28T00:00:00,39
12082,Poland,2015-09-28T00:00:00,40
12083,,2015-09-28T00:00:00,41
12084,Japan,2015-09-28T00:00:00,42
12085,,2015-09-28T00:00:00,43
12086,,2015-09-28T00:00:00,44
12087,,2015-09-28T00:00:00,45
12088,,2015-09-29T00:00:00,1
12089,,2015-09-29T00:00:00,2
12090,Australia,2015-09-29T00:00:00,3
12091,Austria,2015-09-29T00:00:00,4
12092,,2015-09-29T00:00:00,5
12093,Cyprus,2015-09-29T00:00:00,6
12094,,2015-09-29T00:00:00,7
12095,,2015-09-29T00:00:00,8
12096,,2015-09-29T00:00:00,9
12097,,2015-09-29T00:00:00,10
12098,,2015-09-29T00:00:00,11
12099,,2015-09-29T00:00:00,12
12100,Portugal,2015-09-29T00:00:00,13
12101,,2015-09-29T00:00:00,14
12102,,2015-09-29T00:00:00,15
12103,Denmark,2015-09-29T00:00:00,16
12104,Netherlands,2015-09-29T00:00:00,17
12105,,2015-09-29T00:00:00,18
12106,,2015-09-29T00:00:00,19
12107,,2015-09-29T00:00:00,20
12108,EIRE,2015-09-29T00:00:00,21
12109,,2015-09-29T00:00:00,22
12110,,2015-09-29T00:00:00,23
12111,,2015-09-29T00:00:00,24
12112,Spain,2015-09-29T00:00:00,25
12113,Italy,2015-09-29T00:00:00,26
12114,,2015-09-29T00:00:00,27
12115,,2015-09-29T00:00:00,28
12116,Finland,2015-09-29T00:00:00,29
12117,France,2015-09-29T00:00:00,30
12118,Switzerland,2015-09-29T00:00:00,31
12119,,2015-09-29T00:00:00,32
12120,United States,2015-09-29T00:00:00,33
12121,Germany,2015-09-29T00:00:00,34
12122,,2015-09-29T00:00:00,35
12123,Sweden,2015-09-29T00:00:00,36
12124,Norway,2015-09-29T00:00:00,37
12125,United Kingdom,2015-09-29T00:00:00,38
12126,,2015-09-29T00:00:00,39
12127,Poland,2015-09-29T00:00:00,40
12128,,2015-09-29T00:00:00,41
12129,Japan,2015-09-29T00:00:00,42
12130,,2015-09-29T00:00:00,43
12131,,2015-09-29T00:00:00,44
12132,,2015-09-29T00:00:00,45
12133,,2015-09-30T00:00:00,1
12134,,2015-09-30T00:00:00,2
12135,Australia,2015-09-30T00:00:00,3
12136,Austria,2015-09-30T00:00:00,4
12137,,2015-09-30T00:00:00,5
12138,Cyprus,2015-09-30T00:00:00,6
12139,,2015-09-30T00:00:00,7
12140,,2015-09-30T00:00:00,8
12141,,2015-09-30T00:00:00,9
12142,,2015-09-30T00:00:00,10
12143,,2015-09-30T00:00:00,11
12144,,2015-09-30T00:00:00,12
12145,Portugal,2015-09-30T00:00:00,13
12146,,2015-09-30T00:00:00,14
12147,,2015-09-30T00:00:00,15
12148,Denmark,2015-09-30T00:00:00,16
12149,Netherlands,2015-09-30T00:00:00,17
12150,,2015-09-30T00:00:00,18
12151,,2015-09-30T00:00:00,19
12152,,2015-09-30T00:00:00,20
12153,EIRE,2015-09-30T00:00:00,21
12154,,2015-09-30T00:00:00,22
12155,,2015-09-30T00:00:00,23
12156,,2015-09-30T00:00:00,24
12157,Spain,2015-09-30T00:00:00,25
12158,Italy,2015-09-30T00:00:00,26
12159,,2015-09-30T00:00:00,27
12160,,2015-09-30T00:00:00,28
12161,Finland,2015-09-30T00:00:00,29
12162,France,2015-09-30T00:00:00,30
12163,Switzerland,2015-09-30T00:00:00,31
12164,,2015-09-30T00:00:00,32
12165,United States,2015-09-30T00:00:00,33
12166,Germany,2015-09-30T00:00:00,34
12167,,2015-09-30T00:00:00,35
12168,Sweden,2015-09-30T00:00:00,36
12169,Norway,2015-09-30T00:00:00,37
12170,United Kingdom,2015-09-30T00:00:00,38
12171,,2015-09-30T00:00:00,39
12172,Poland,2015-09-30T00:00:00,40
12173,,2015-09-30T00:00:00,41
12174,Japan,2015-09-30T00:00:00,42
12175,,2015-09-30T00:00:00,43
12176,,2015-09-30T00:00:00,44
12177,,2015-09-30T00:00:00,45
12178,,2015-10-01T00:00:00,1
12179,,2015-10-01T00:00:00,2
12180,Australia,2015-10-01T00:00:00,3
12181,Austria,2015-10-01T00:00:00,4
12182,,2015-10-01T00:00:00,5
12183,Cyprus,2015-10-01T00:00:00,6
12184,,2015-10-01T00:00:00,7
12185,,2015-10-01T00:00:00,8
12186,,2015-10-01T00:00:00,9
12187,,2015-10-01T00:00:00,10
12188,,2015-10-01T00:00:00,11
12189,,2015-10-01T00:00:00,12
12190,Portugal,2015-10-01T00:00:00,13
12191,,2015-10-01T00:00:00,14
12192,,2015-10-01T00:00:00,15
12193,Denmark,2015-10-01T00:00:00,16
12194,Netherlands,2015-10-01T00:00:00,17
12195,,2015-10-01T00:00:00,18
12196,,2015-10-01T00:00:00,19
12197,,2015-10-01T00:00:00,20
12198,EIRE,2015-10-01T00:00:00,21
12199,,2015-10-01T00:00:00,22
12200,,2015-10-01T00:00:00,23
12201,,2015-10-01T00:00:00,24
12202,Spain,2015-10-01T00:00:00,25
12203,Italy,2015-10-01T00:00:00,26
12204,,2015-10-01T00:00:00,27
12205,,2015-10-01T00:00:00,28
12206,Finland,2015-10-01T00:00:00,29
12207,France,2015-10-01T00:00:00,30
12208,Switzerland,2015-10-01T00:00:00,31
12209,,2015-10-01T00:00:00,32
12210,United States,2015-10-01T00:00:00,33
12211,Germany,2015-10-01T00:00:00,34
12212,,2015-10-01T00:00:00,35
12213,Sweden,2015-10-01T00:00:00,36
12214,Norway,2015-10-01T00:00:00,37
12215,United Kingdom,2015-10-01T00:00:00,38
12216,,2015-10-01T00:00:00,39
12217,Poland,2015-10-01T00:00:00,40
12218,,2015-10-01T00:00:00,41
12219,Japan,2015-10-01T00:00:00,42
12220,,2015-10-01T00:00:00,43
12221,,2015-10-01T00:00:00,44
12222,,2015-10-01T00:00:00,45
12223,,2015-10-02T00:00:00,1
12224,,2015-10-02T00:00:00,2
12225,Australia,2015-10-02T00:00:00,3
12226,Austria,2015-10-02T00:00:00,4
12227,,2015-10-02T00:00:00,5
12228,Cyprus,2015-10-02T00:00:00,6
12229,,2015-10-02T00:00:00,7
12230,,2015-10-02T00:00:00,8
12231,,2015-10-02T00:00:00,9
12232,,2015-10-02T00:00:00,10
12233,,2015-10-02T00:00:00,11
12234,,2015-10-02T00:00:00,12
12235,Portugal,2015-10-02T00:00:00,13
12236,,2015-10-02T00:00:00,14
12237,,2015-10-02T00:00:00,15
12238,Denmark,2015-10-02T00:00:00,16
12239,Netherlands,2015-10-02T00:00:00,17
12240,,2015-10-02T00:00:00,18
12241,,2015-10-02T00:00:00,19
12242,,2015-10-02T00:00:00,20
12243,EIRE,2015-10-02T00:00:00,21
12244,,2015-10-02T00:00:00,22
12245,,2015-10-02T00:00:00,23
12246,,2015-10-02T00:00:00,24
12247,Spain,2015-10-02T00:00:00,25
12248,Italy,2015-10-02T00:00:00,26
12249,,2015-10-02T00:00:00,27
12250,,2015-10-02T00:00:00,28
12251,Finland,2015-10-02T00:00:00,29
12252,France,2015-10-02T00:00:00,30
12253,Switzerland,2015-10-02T00:00:00,31
12254,,2015-10-02T00:00:00,32
12255,United States,2015-10-02T00:00:00,33
12256,Germany,2015-10-02T00:00:00,34
12257,,2015-10-02T00:00:00,35
12258,Sweden,2015-10-02T00:00:00,36
12259,Norway,2015-10-02T00:00:00,37
12260,United Kingdom,2015-10-02T00:00:00,38
12261,,2015-10-02T00:00:00,39
12262,Poland,2015-10-02T00:00:00,40
12263,,2015-10-02T00:00:00,41
12264,Japan,2015-10-02T00:00:00,42
12265,,2015-10-02T00:00:00,43
12266,,2015-10-02T00:00:00,44
12267,,2015-10-02T00:00:00,45
12268,,2015-10-03T00:00:00,1
12269,,2015-10-03T00:00:00,2
12270,Australia,2015-10-03T00:00:00,3
12271,Austria,2015-10-03T00:00:00,4
12272,,2015-10-03T00:00:00,5
12273,Cyprus,2015-10-03T00:00:00,6
12274,,2015-10-03T00:00:00,7
12275,,2015-10-03T00:00:00,8
12276,,2015-10-03T00:00:00,9
12277,,2015-10-03T00:00:00,10
12278,,2015-10-03T00:00:00,11
12279,,2015-10-03T00:00:00,12
12280,Portugal,2015-10-03T00:00:00,13
12281,,2015-10-03T00:00:00,14
12282,,2015-10-03T00:00:00,15
12283,Denmark,2015-10-03T00:00:00,16
12284,Netherlands,2015-10-03T00:00:00,17
12285,,2015-10-03T00:00:00,18
12286,,2015-10-03T00:00:00,19
12287,,2015-10-03T00:00:00,20
12288,EIRE,2015-10-03T00:00:00,21
12289,,2015-10-03T00:00:00,22
12290,,2015-10-03T00:00:00,23
12291,,2015-10-03T00:00:00,24
12292,Spain,2015-10-03T00:00:00,25
12293,Italy,2015-10-03T00:00:00,26
12294,,2015-10-03T00:00:00,27
12295,,2015-10-03T00:00:00,28
12296,Finland,2015-10-03T00:00:00,29
12297,France,2015-10-03T00:00:00,30
12298,Switzerland,2015-10-03T00:00:00,31
12299,,2015-10-03T00:00:00,32
12300,United States,2015-10-03T00:00:00,33
12301,Germany,2015-10-03T00:00:00,34
12302,,2015-10-03T00:00:00,35
12303,Sweden,2015-10-03T00:00:00,36
12304,Norway,2015-10-03T00:00:00,37
12305,United Kingdom,2015-10-03T00:00:00,38
12306,,2015-10-03T00:00:00,39
12307,Poland,2015-10-03T00:00:00,40
12308,,2015-10-03T00:00:00,41
12309,Japan,2015-10-03T00:00:00,42
12310,,2015-10-03T00:00:00,43
12311,,2015-10-03T00:00:00,44
12312,,2015-10-03T00:00:00,45
12313,,2015-10-04T00:00:00,1
12314,,2015-10-04T00:00:00,2
12315,Australia,2015-10-04T00:00:00,3
12316,Austria,2015-10-04T00:00:00,4
12317,,2015-10-04T00:00:00,5
12318,Cyprus,2015-10-04T00:00:00,6
12319,,2015-10-04T00:00:00,7
12320,,2015-10-04T00:00:00,8
12321,,2015-10-04T00:00:00,9
12322,,2015-10-04T00:00:00,10
12323,,2015-10-04T00:00:00,11
12324,,2015-10-04T00:00:00,12
12325,Portugal,2015-10-04T00:00:00,13
12326,,2015-10-04T00:00:00,14
12327,,2015-10-04T00:00:00,15
12328,Denmark,2015-10-04T00:00:00,16
12329,Netherlands,2015-10-04T00:00:00,17
12330,,2015-10-04T00:00:00,18
12331,,2015-10-04T00:00:00,19
12332,,2015-10-04T00:00:00,20
12333,EIRE,2015-10-04T00:00:00,21
12334,,2015-10-04T00:00:00,22
12335,,2015-10-04T00:00:00,23
12336,,2015-10-04T00:00:00,24
12337,Spain,2015-10-04T00:00:00,25
12338,Italy,2015-10-04T00:00:00,26
12339,,2015-10-04T00:00:00,27
12340,,2015-10-04T00:00:00,28
12341,Finland,2015-10-04T00:00:00,29
12342,France,2015-10-04T00:00:00,30
12343,Switzerland,2015-10-04T00:00:00,31
12344,,2015-10-04T00:00:00,32
12345,United States,2015-10-04T00:00:00,33
12346,Germany,2015-10-04T00:00:00,34
12347,,2015-10-04T00:00:00,35
12348,Sweden,2015-10-04T00:00:00,36
12349,Norway,2015-10-04T00:00:00,37
12350,United Kingdom,2015-10-04T00:00:00,38
12351,,2015-10-04T00:00:00,39
12352,Poland,2015-10-04T00:00:00,40
12353,,2015-10-04T00:00:00,41
12354,Japan,2015-10-04T00:00:00,42
12355,,2015-10-04T00:00:00,43
12356,,2015-10-04T00:00:00,44
12357,,2015-10-04T00:00:00,45
12358,,2015-10-05T00:00:00,1
12359,,2015-10-05T00:00:00,2
12360,Australia,2015-10-05T00:00:00,3
12361,Austria,2015-10-05T00:00:00,4
12362,,2015-10-05T00:00:00,5
12363,Cyprus,2015-10-05T00:00:00,6
12364,,2015-10-05T00:00:00,7
12365,,2015-10-05T00:00:00,8
12366,,2015-10-05T00:00:00,9
12367,,2015-10-05T00:00:00,10
12368,,2015-10-05T00:00:00,11
12369,,2015-10-05T00:00:00,12
12370,Portugal,2015-10-05T00:00:00,13
12371,,2015-10-05T00:00:00,14
12372,,2015-10-05T00:00:00,15
12373,Denmark,2015-10-05T00:00:00,16
12374,Netherlands,2015-10-05T00:00:00,17
12375,,2015-10-05T00:00:00,18
12376,,2015-10-05T00:00:00,19
12377,,2015-10-05T00:00:00,20
12378,EIRE,2015-10-05T00:00:00,21
12379,,2015-10-05T00:00:00,22
12380,,2015-10-05T00:00:00,23
12381,,2015-10-05T00:00:00,24
12382,Spain,2015-10-05T00:00:00,25
12383,Italy,2015-10-05T00:00:00,26
12384,,2015-10-05T00:00:00,27
12385,,2015-10-05T00:00:00,28
12386,Finland,2015-10-05T00:00:00,29
12387,France,2015-10-05T00:00:00,30
12388,Switzerland,2015-10-05T00:00:00,31
12389,,2015-10-05T00:00:00,32
12390,United States,2015-10-05T00:00:00,33
12391,Germany,2015-10-05T00:00:00,34
12392,,2015-10-05T00:00:00,35
12393,Sweden,2015-10-05T00:00:00,36
12394,Norway,2015-10-05T00:00:00,37
12395,United Kingdom,2015-10-05T00:00:00,38
12396,,2015-10-05T00:00:00,39
12397,Poland,2015-10-05T00:00:00,40
12398,,2015-10-05T00:00:00,41
12399,Japan,2015-10-05T00:00:00,42
12400,,2015-10-05T00:00:00,43
12401,,2015-10-05T00:00:00,44
12402,,2015-10-05T00:00:00,45
12403,,2015-10-06T00:00:00,1
12404,,2015-10-06T00:00:00,2
12405,Australia,2015-10-06T00:00:00,3
12406,Austria,2015-10-06T00:00:00,4
12407,,2015-10-06T00:00:00,5
12408,Cyprus,2015-10-06T00:00:00,6
12409,,2015-10-06T00:00:00,7
12410,,2015-10-06T00:00:00,8
12411,,2015-10-06T00:00:00,9
12412,,2015-10-06T00:00:00,10
12413,,2015-10-06T00:00:00,11
12414,,2015-10-06T00:00:00,12
12415,Portugal,2015-10-06T00:00:00,13
12416,,2015-10-06T00:00:00,14
12417,,2015-10-06T00:00:00,15
12418,Denmark,2015-10-06T00:00:00,16
12419,Netherlands,2015-10-06T00:00:00,17
12420,,2015-10-06T00:00:00,18
12421,,2015-10-06T00:00:00,19
12422,,2015-10-06T00:00:00,20
12423,EIRE,2015-10-06T00:00:00,21
12424,,2015-10-06T00:00:00,22
12425,,2015-10-06T00:00:00,23
12426,,2015-10-06T00:00:00,24
12427,Spain,2015-10-06T00:00:00,25
12428,Italy,2015-10-06T00:00:00,26
12429,,2015-10-06T00:00:00,27
12430,,2015-10-06T00:00:00,28
12431,Finland,2015-10-06T00:00:00,29
12432,France,2015-10-06T00:00:00,30
12433,Switzerland,2015-10-06T00:00:00,31
12434,,2015-10-06T00:00:00,32
12435,United States,2015-10-06T00:00:00,33
12436,Germany,2015-10-06T00:00:00,34
12437,,2015-10-06T00:00:00,35
12438,Sweden,2015-10-06T00:00:00,36
12439,Norway,2015-10-06T00:00:00,37
12440,United Kingdom,2015-10-06T00:00:00,38
12441,,2015-10-06T00:00:00,39
12442,Poland,2015-10-06T00:00:00,40
12443,,2015-10-06T00:00:00,41
12444,Japan,2015-10-06T00:00:00,42
12445,,2015-10-06T00:00:00,43
12446,,2015-10-06T00:00:00,44
12447,,2015-10-06T00:00:00,45
12448,,2015-10-07T00:00:00,1
12449,,2015-10-07T00:00:00,2
12450,Australia,2015-10-07T00:00:00,3
12451,Austria,2015-10-07T00:00:00,4
12452,,2015-10-07T00:00:00,5
12453,Cyprus,2015-10-07T00:00:00,6
12454,,2015-10-07T00:00:00,7
12455,,2015-10-07T00:00:00,8
12456,,2015-10-07T00:00:00,9
12457,,2015-10-07T00:00:00,10
12458,,2015-10-07T00:00:00,11
12459,,2015-10-07T00:00:00,12
12460,Portugal,2015-10-07T00:00:00,13
12461,,2015-10-07T00:00:00,14
12462,,2015-10-07T00:00:00,15
12463,Denmark,2015-10-07T00:00:00,16
12464,Netherlands,2015-10-07T00:00:00,17
12465,,2015-10-07T00:00:00,18
12466,,2015-10-07T00:00:00,19
12467,,2015-10-07T00:00:00,20
12468,EIRE,2015-10-07T00:00:00,21
12469,,2015-10-07T00:00:00,22
12470,,2015-10-07T00:00:00,23
12471,,2015-10-07T00:00:00,24
12472,Spain,2015-10-07T00:00:00,25
12473,Italy,2015-10-07T00:00:00,26
12474,,2015-10-07T00:00:00,27
12475,,2015-10-07T00:00:00,28
12476,Finland,2015-10-07T00:00:00,29
12477,France,2015-10-07T00:00:00,30
12478,Switzerland,2015-10-07T00:00:00,31
12479,,2015-10-07T00:00:00,32
12480,United States,2015-10-07T00:00:00,33
12481,Germany,2015-10-07T00:00:00,34
12482,,2015-10-07T00:00:00,35
12483,Sweden,2015-10-07T00:00:00,36
12484,Norway,2015-10-07T00:00:00,37
12485,United Kingdom,2015-10-07T00:00:00,38
12486,,2015-10-07T00:00:00,39
12487,Poland,2015-10-07T00:00:00,40
12488,,2015-10-07T00:00:00,41
12489,Japan,2015-10-07T00:00:00,42
12490,,2015-10-07T00:00:00,43
12491,,2015-10-07T00:00:00,44
12492,,2015-10-07T00:00:00,45
12493,,2015-10-08T00:00:00,1
12494,,2015-10-08T00:00:00,2
12495,Australia,2015-10-08T00:00:00,3
12496,Austria,2015-10-08T00:00:00,4
12497,,2015-10-08T00:00:00,5
12498,Cyprus,2015-10-08T00:00:00,6
12499,,2015-10-08T00:00:00,7
12500,,2015-10-08T00:00:00,8
12501,,2015-10-08T00:00:00,9
12502,,2015-10-08T00:00:00,10
12503,,2015-10-08T00:00:00,11
12504,,2015-10-08T00:00:00,12
12505,Portugal,2015-10-08T00:00:00,13
12506,,2015-10-08T00:00:00,14
12507,,2015-10-08T00:00:00,15
12508,Denmark,2015-10-08T00:00:00,16
12509,Netherlands,2015-10-08T00:00:00,17
12510,,2015-10-08T00:00:00,18
12511,,2015-10-08T00:00:00,19
12512,,2015-10-08T00:00:00,20
12513,EIRE,2015-10-08T00:00:00,21
12514,,2015-10-08T00:00:00,22
12515,,2015-10-08T00:00:00,23
12516,,2015-10-08T00:00:00,24
12517,Spain,2015-10-08T00:00:00,25
12518,Italy,2015-10-08T00:00:00,26
12519,,2015-10-08T00:00:00,27
12520,,2015-10-08T00:00:00,28
12521,Finland,2015-10-08T00:00:00,29
12522,France,2015-10-08T00:00:00,30
12523,Switzerland,2015-10-08T00:00:00,31
12524,,2015-10-08T00:00:00,32
12525,United States,2015-10-08T00:00:00,33
12526,Germany,2015-10-08T00:00:00,34
12527,,2015-10-08T00:00:00,35
12528,Sweden,2015-10-08T00:00:00,36
12529,Norway,2015-10-08T00:00:00,37
12530,United Kingdom,2015-10-08T00:00:00,38
12531,,2015-10-08T00:00:00,39
12532,Poland,2015-10-08T00:00:00,40
12533,,2015-10-08T00:00:00,41
12534,Japan,2015-10-08T00:00:00,42
12535,,2015-10-08T00:00:00,43
12536,,2015-10-08T00:00:00,44
12537,,2015-10-08T00:00:00,45
12538,,2015-10-09T00:00:00,1
12539,,2015-10-09T00:00:00,2
12540,Australia,2015-10-09T00:00:00,3
12541,Austria,2015-10-09T00:00:00,4
12542,,2015-10-09T00:00:00,5
12543,Cyprus,2015-10-09T00:00:00,6
12544,,2015-10-09T00:00:00,7
12545,,2015-10-09T00:00:00,8
12546,,2015-10-09T00:00:00,9
12547,,2015-10-09T00:00:00,10
12548,,2015-10-09T00:00:00,11
12549,,2015-10-09T00:00:00,12
12550,Portugal,2015-10-09T00:00:00,13
12551,,2015-10-09T00:00:00,14
12552,,2015-10-09T00:00:00,15
12553,Denmark,2015-10-09T00:00:00,16
12554,Netherlands,2015-10-09T00:00:00,17
12555,,2015-10-09T00:00:00,18
12556,,2015-10-09T00:00:00,19
12557,,2015-10-09T00:00:00,20
12558,EIRE,2015-10-09T00:00:00,21
12559,,2015-10-09T00:00:00,22
12560,,2015-10-09T00:00:00,23
12561,,2015-10-09T00:00:00,24
12562,Spain,2015-10-09T00:00:00,25
12563,Italy,2015-10-09T00:00:00,26
12564,,2015-10-09T00:00:00,27
12565,,2015-10-09T00:00:00,28
12566,Finland,2015-10-09T00:00:00,29
12567,France,2015-10-09T00:00:00,30
12568,Switzerland,2015-10-09T00:00:00,31
12569,,2015-10-09T00:00:00,32
12570,United States,2015-10-09T00:00:00,33
12571,Germany,2015-10-09T00:00:00,34
12572,,2015-10-09T00:00:00,35
12573,Sweden,2015-10-09T00:00:00,36
12574,Norway,2015-10-09T00:00:00,37
12575,United Kingdom,2015-10-09T00:00:00,38
12576,,2015-10-09T00:00:00,39
12577,Poland,2015-10-09T00:00:00,40
12578,,2015-10-09T00:00:00,41
12579,Japan,2015-10-09T00:00:00,42
12580,,2015-10-09T00:00:00,43
12581,,2015-10-09T00:00:00,44
12582,,2015-10-09T00:00:00,45
12583,,2015-10-10T00:00:00,1
12584,,2015-10-10T00:00:00,2
12585,Australia,2015-10-10T00:00:00,3
12586,Austria,2015-10-10T00:00:00,4
12587,,2015-10-10T00:00:00,5
12588,Cyprus,2015-10-10T00:00:00,6
12589,,2015-10-10T00:00:00,7
12590,,2015-10-10T00:00:00,8
12591,,2015-10-10T00:00:00,9
12592,,2015-10-10T00:00:00,10
12593,,2015-10-10T00:00:00,11
12594,,2015-10-10T00:00:00,12
12595,Portugal,2015-10-10T00:00:00,13
12596,,2015-10-10T00:00:00,14
12597,,2015-10-10T00:00:00,15
12598,Denmark,2015-10-10T00:00:00,16
12599,Netherlands,2015-10-10T00:00:00,17
12600,,2015-10-10T00:00:00,18
12601,,2015-10-10T00:00:00,19
12602,,2015-10-10T00:00:00,20
12603,EIRE,2015-10-10T00:00:00,21
12604,,2015-10-10T00:00:00,22
12605,,2015-10-10T00:00:00,23
12606,,2015-10-10T00:00:00,24
12607,Spain,2015-10-10T00:00:00,25
12608,Italy,2015-10-10T00:00:00,26
12609,,2015-10-10T00:00:00,27
12610,,2015-10-10T00:00:00,28
12611,Finland,2015-10-10T00:00:00,29
12612,France,2015-10-10T00:00:00,30
12613,Switzerland,2015-10-10T00:00:00,31
12614,,2015-10-10T00:00:00,32
12615,United States,2015-10-10T00:00:00,33
12616,Germany,2015-10-10T00:00:00,34
12617,,2015-10-10T00:00:00,35
12618,Sweden,2015-10-10T00:00:00,36
12619,Norway,2015-10-10T00:00:00,37
12620,United Kingdom,2015-10-10T00:00:00,38
12621,,2015-10-10T00:00:00,39
12622,Poland,2015-10-10T00:00:00,40
12623,,2015-10-10T00:00:00,41
12624,Japan,2015-10-10T00:00:00,42
12625,,2015-10-10T00:00:00,43
12626,,2015-10-10T00:00:00,44
12627,,2015-10-10T00:00:00,45
12628,,2015-10-11T00:00:00,1
12629,,2015-10-11T00:00:00,2
12630,Australia,2015-10-11T00:00:00,3
12631,Austria,2015-10-11T00:00:00,4
12632,,2015-10-11T00:00:00,5
12633,Cyprus,2015-10-11T00:00:00,6
12634,,2015-10-11T00:00:00,7
12635,,2015-10-11T00:00:00,8
12636,,2015-10-11T00:00:00,9
12637,,2015-10-11T00:00:00,10
12638,,2015-10-11T00:00:00,11
12639,,2015-10-11T00:00:00,12
12640,Portugal,2015-10-11T00:00:00,13
12641,,2015-10-11T00:00:00,14
12642,,2015-10-11T00:00:00,15
12643,Denmark,2015-10-11T00:00:00,16
12644,Netherlands,2015-10-11T00:00:00,17
12645,,2015-10-11T00:00:00,18
12646,,2015-10-11T00:00:00,19
12647,,2015-10-11T00:00:00,20
12648,EIRE,2015-10-11T00:00:00,21
12649,,2015-10-11T00:00:00,22
12650,,2015-10-11T00:00:00,23
12651,,2015-10-11T00:00:00,24
12652,Spain,2015-10-11T00:00:00,25
12653,Italy,2015-10-11T00:00:00,26
12654,,2015-10-11T00:00:00,27
12655,,2015-10-11T00:00:00,28
12656,Finland,2015-10-11T00:00:00,29
12657,France,2015-10-11T00:00:00,30
12658,Switzerland,2015-10-11T00:00:00,31
12659,,2015-10-11T00:00:00,32
12660,United States,2015-10-11T00:00:00,33
12661,Germany,2015-10-11T00:00:00,34
12662,,2015-10-11T00:00:00,35
12663,Sweden,2015-10-11T00:00:00,36
12664,Norway,2015-10-11T00:00:00,37
12665,United Kingdom,2015-10-11T00:00:00,38
12666,,2015-10-11T00:00:00,39
12667,Poland,2015-10-11T00:00:00,40
12668,,2015-10-11T00:00:00,41
12669,Japan,2015-10-11T00:00:00,42
12670,,2015-10-11T00:00:00,43
12671,,2015-10-11T00:00:00,44
12672,,2015-10-11T00:00:00,45
12673,,2015-10-12T00:00:00,1
12674,,2015-10-12T00:00:00,2
12675,Australia,2015-10-12T00:00:00,3
12676,Austria,2015-10-12T00:00:00,4
12677,,2015-10-12T00:00:00,5
12678,Cyprus,2015-10-12T00:00:00,6
12679,,2015-10-12T00:00:00,7
12680,,2015-10-12T00:00:00,8
12681,,2015-10-12T00:00:00,9
12682,,2015-10-12T00:00:00,10
12683,,2015-10-12T00:00:00,11
12684,,2015-10-12T00:00:00,12
12685,Portugal,2015-10-12T00:00:00,13
12686,,2015-10-12T00:00:00,14
12687,,2015-10-12T00:00:00,15
12688,Denmark,2015-10-12T00:00:00,16
12689,Netherlands,2015-10-12T00:00:00,17
12690,,2015-10-12T00:00:00,18
12691,,2015-10-12T00:00:00,19
12692,,2015-10-12T00:00:00,20
12693,EIRE,2015-10-12T00:00:00,21
12694,,2015-10-12T00:00:00,22
12695,,2015-10-12T00:00:00,23
12696,,2015-10-12T00:00:00,24
12697,Spain,2015-10-12T00:00:00,25
12698,Italy,2015-10-12T00:00:00,26
12699,,2015-10-12T00:00:00,27
12700,,2015-10-12T00:00:00,28
12701,Finland,2015-10-12T00:00:00,29
12702,France,2015-10-12T00:00:00,30
12703,Switzerland,2015-10-12T00:00:00,31
12704,,2015-10-12T00:00:00,32
12705,United States,2015-10-12T00:00:00,33
12706,Germany,2015-10-12T00:00:00,34
12707,,2015-10-12T00:00:00,35
12708,Sweden,2015-10-12T00:00:00,36
12709,Norway,2015-10-12T00:00:00,37
12710,United Kingdom,2015-10-12T00:00:00,38
12711,,2015-10-12T00:00:00,39
12712,Poland,2015-10-12T00:00:00,40
12713,,2015-10-12T00:00:00,41
12714,Japan,2015-10-12T00:00:00,42
12715,,2015-10-12T00:00:00,43
12716,,2015-10-12T00:00:00,44
12717,,2015-10-12T00:00:00,45
12718,,2015-10-13T00:00:00,1
12719,,2015-10-13T00:00:00,2
12720,Australia,2015-10-13T00:00:00,3
12721,Austria,2015-10-13T00:00:00,4
12722,,2015-10-13T00:00:00,5
12723,Cyprus,2015-10-13T00:00:00,6
12724,,2015-10-13T00:00:00,7
12725,,2015-10-13T00:00:00,8
12726,,2015-10-13T00:00:00,9
12727,,2015-10-13T00:00:00,10
12728,,2015-10-13T00:00:00,11
12729,,2015-10-13T00:00:00,12
12730,Portugal,2015-10-13T00:00:00,13
12731,,2015-10-13T00:00:00,14
12732,,2015-10-13T00:00:00,15
12733,Denmark,2015-10-13T00:00:00,16
12734,Netherlands,2015-10-13T00:00:00,17
12735,,2015-10-13T00:00:00,18
12736,,2015-10-13T00:00:00,19
12737,,2015-10-13T00:00:00,20
12738,EIRE,2015-10-13T00:00:00,21
12739,,2015-10-13T00:00:00,22
12740,,2015-10-13T00:00:00,23
12741,,2015-10-13T00:00:00,24
12742,Spain,2015-10-13T00:00:00,25
12743,Italy,2015-10-13T00:00:00,26
12744,,2015-10-13T00:00:00,27
12745,,2015-10-13T00:00:00,28
12746,Finland,2015-10-13T00:00:00,29
12747,France,2015-10-13T00:00:00,30
